Organ System,Section,Video,Order,UWorld QIDs,COMLEX QIDs,Course,Question Type
Neurology,Pharmacology of the Nervous System,Cerebral Autoregulation,512,,,Step 1 Pass Fail,
Neurology,Pharmacology of the Nervous System,GABA Drugs,513,"353, 355, 249, 852, 8754, 10362, 15684, 856, 1338, 1339, 161, 315, 1090,  355, 351, 356, 353, 249, 10930","23466, 23468, 23362, 23964, 25455, 25479, 26480, 23968, 24449, 24450, 23274, 23428, 24201, 23468, 23464, 23469, 23466, 23362, 25510",Step 1 Pass Fail,
Neurology,Pharmacology of the Nervous System,Parkinsonian Pharmacology [Dopamine],516,"265, 703, 11665, 1917, 512, 12504, 1648, 810, 265, 703, 241, 264, 259, 510, 261, 1868, 1321, 1322, 8323","23378, 23815, 25606, 26026, 23625, 25853, 24759, 23922, 23378, 23815, 23354, 23623, 23374, 24977, 24432, 24433, 25375",Step 1 Pass Fail,
Neurology,Pharmacology of the Nervous System,Alzeihmer’s Drugs,517,"593, 1564","23706, 24675",Step 1 Pass Fail,
Neurology,Pharmacology of the Nervous System,NMDA Integration for the USMLE,518,"1564, 1500, 1648, 810","24675, 24611, 24759, 23922",Step 1 Pass Fail,
Neurology,Pharmacology of the Nervous System,Autonomic Pharmacology Integration,519,"1998, 1323, 1947, 14780, 1766, 1290, 1868, 1321, 1946, 170, 1777, 1322","25107, 24434, 25056, 25928, 24876, 24401, 24977, 24432, 25055, 23283, 24887, 24433",Step 1 Pass Fail,
Neurology,Pharmacology of the Nervous System,AchE for Myasthenia Gravis,520,"2062, 1320, 6554, 749, 15611, 2062, 2061, 1657, 740, 1320, 14850, 1777, 1946, 11458","25171, 24431, 25250, 23861, 26442, 25171, 25170, 24768, 23852, 24431, 25968, 24887, 25055",Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Overview,522,,,Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Approach to Urticaria,523,"21462, 1114, 1130, 1993","24225, 24241, 25102",Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Plaques,525,"8569, 1116, 17062",24227,Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Viral & Bacterial Exanthems,526,"15362, 1670, 1464","24781, 24575",Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Rubella,527,"1575, 1464","24686, 24575",Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Measles,528,"1670, 1045","24781, 24156",Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Roseola,529,866,23978,Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Erythema Infectiosum,530,"1495, 1496, 15562","24606, 24607",Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Systemic Manifestations of Herpes,531,"907, 1409, 1499, 1549, 6547","24019, 24520, 24610, 24660, 25249",Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Varicella Infections on USMLE,532,"1552, 1553","24663, 24664",Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Erysipelas vs Cellulitis,533,15339,,Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Staph and Strep Infections,534,"680, 725","23792, 23837",Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Nikolsky Sign Manifestations for the USMLE,535,"680, 725, 2065","23792, 23837, 25174",Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,"Neonatal Rashes ",536,,,Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Precursor Lesions to Neoplasia,537,"1112, 1993","24223, 25102",Step 1 Pass Fail,
Dermatology,Top NBME Concepts: Dermatology,Summary,538,,,Step 1 Pass Fail,
Rheumatology,Top NBME Concepts: Rheumatology,Introduction,539,,,Step 1 Pass Fail,
Rheumatology,Top NBME Concepts: Rheumatology,NMJ Disorders,540,"756, 6554, 749, 15611, 2062, 2061, 650, 1267, 1900","23868, 25250, 23861, 26442, 25171, 25170, 23762, 24378, 25009",Step 1 Pass Fail,
Rheumatology,Top NBME Concepts: Rheumatology,Bullous Diseases,541,"11888, 1105, 2065, 1111","24216, 25174, 24222",Step 1 Pass Fail,
Rheumatology,Top NBME Concepts: Rheumatology,Hemoptysis & Hematuria,542,"324, 326, 677, 13, 457","23437, 23439, 23789, 23127, 23570",Step 1 Pass Fail,
Rheumatology,Top NBME Concepts: Rheumatology,Skin Cancers (with Neural Crest),543,"883, 1960, 467, 1113, 935, 2044, 543, 771, 330, 1263","23995, 25069, 23580, 24224, 24047, 25153, 23656, 23883, 23443, 24374",Step 1 Pass Fail,
Rheumatology,Top NBME Concepts: Rheumatology,RA vs OA,544,"1503, 1771, 7556, 15627, 15629, 1182","24614, 24881, 25296, 26449, 26450, 25708",Step 1 Pass Fail,
Rheumatology,Top NBME Concepts: Rheumatology,Seronegative Spondyloarthritis,545,"1600, 1116, 752, 1852, 11662, 1613","24711, 24227, 23864, 24961, 25603, 24724",Step 1 Pass Fail,
Rheumatology,Top NBME Concepts: Rheumatology,Lupus,546,"73, 361, 8, 875, 742, 15619, 1505, 1253, 298","23187, 23474, 23122, 23987, 23854, 26448, 24616, 24364, 23411",Step 1 Pass Fail,
Rheumatology,Top NBME Concepts: Rheumatology,Anti Body Rapid Fire (USMLE),547,"7, 12, 15619, 940, 11646, 724, 15596, 1867, 403, 769","23121, 23126, 26448, 24052, 25594, 23836, 26429, 24976, 23516, 23881",Step 1 Pass Fail,
Rheumatology,Top NBME Concepts: Rheumatology," Integrative Classroom Case: Introduction to Dermatological Principles ",548,,,Step 1 Pass Fail,
Rheumatology,Top NBME Concepts: Rheumatology,"Integrative Classroom Case: Fungal Rashes ",549,,,Step 1 Pass Fail,
Rheumatology,Top NBME Concepts: Rheumatology,Integrative Classroom Case: Collagen Disorders & Synthesis,550,,,Step 1 Pass Fail,
Rheumatology,Top NBME Concepts: Rheumatology,Integrative Classroom Case: Bone Disorders,551,,,Step 1 Pass Fail,
Psychiatry,Top NBME Concepts: Psychiatry,Introduction,552,,,Step 1 Pass Fail,
Psychiatry,Top NBME Concepts: Psychiatry,Mood Disorders,553,"11617, 1173, 11846","25575, 24284, 25732",Step 1 Pass Fail,
Psychiatry,Top NBME Concepts: Psychiatry,Bipolar + Li Pharm,554,"1193, 1490, 1348, 11758, 11607, 518, 1988, 520, 519","24304, 24601, 24459, 25651, 25572, 23631, 25097, 23633, 23632",Step 1 Pass Fail,
Psychiatry,Top NBME Concepts: Psychiatry,Psychotic Disorders,555,"15254, 15328, 11899, 2046, 2047, 15253, 11605, 2063, 2045, 15252","26194, 26241, 25762, 25155, 25154, 26193, 25570, 25172, 25154, 26192",Step 1 Pass Fail,
Psychiatry,Top NBME Concepts: Psychiatry,Eating Disorders,556,"1839, 2050, 15500, 11807, 1843, 1046, 15501","25159, 26357, 25696, 24952, 24157, 26358",Step 1 Pass Fail,
Psychiatry,Top NBME Concepts: Psychiatry,Drugs of Abuse (Toxicology),557,"1165, 1288, 8954, 11746, 15613, 8327, 38","24276, 24399, 25640, 26444, 25379, 23152",Step 1 Pass Fail,
Psychiatry,Psychopharmacology, Introduction to Psychosis,558,,,Step 1 Pass Fail,
Psychiatry,Psychopharmacology,Dopaminergic Pathways for the USMLE,559,,,Step 1 Pass Fail,
Psychiatry,Psychopharmacology,Anti-Psychotics,560,"510, 515, 8323, 11899, 15254, 2063, 15252, 2047, 516, 11743, 15416, 15327, 2045, 214, 222, 11848, 1348, 348","23623, 23628, 25375, 25762, 26194, 25172, 26192, 25156, 23629, 25637, 26300, 26240, 25154, 23327, 23335, 25734, 24459, 23461",Step 1 Pass Fail,
Psychiatry,Psychopharmacology,Neuroleptic Malignant Syndrome,561,"512, 352, 11676, 12504","23625, 23465, 25613, 25853",Step 1 Pass Fail,
Psychiatry,Psychopharmacology,MH vs. NMS vs. SS [integration],562,"855, 11458, 2089, 1256, 2088, 8327, 773, 8288, 573","23967, 25198, 24367, 25197, 25379, 23885, 25370, 23686",Step 1 Pass Fail,
Psychiatry,Psychopharmacology,1st Generation Antipsychotics,563,"510, 515, 8323, 11899, 15254, 2063, 15252, 2047","23623, 23628, 25375, 25762, 26194, 25172, 26192, 25156",Step 1 Pass Fail,
Psychiatry,Psychopharmacology,2nd Generation Anti-Psychotics,565,"516, 11743, 15416, 15327, 2045, 214, 222, 11848, 1348, 348","23629, 25637, 26300, 26240, 25154, 23327, 23335, 25734, 24459, 23461",Step 1 Pass Fail,
Psychiatry,Psychopharmacology,Agranulocytosis Medications,566,"1646, 1647, 1644, 2082, 1168, 860, 2091, 859, 858, 637, 626, 508, 1787, 1785, 1561, 1090, 161, 1193, 355, 351, 356, 509, 249, 250, 354, 1199, 10930, 11854","24757, 24758, 24755, 25191, 24279, 23972, 25200, 23971, 23970, 23749, 23738, 23621, 24896, 24672, 24201, 23274, 2304, 23468, 23464, 23469, 23622, 23362, 23363, 23467, 24310, 25510, 25739",Step 1 Pass Fail,
Psychiatry,Psychopharmacology,Anti-Depressants (Introduction),567,,,Step 1 Pass Fail,
Psychiatry,Psychopharmacology,Serotonin Syndrome,568,"2089, 1256, 2088, 8327, 773, 8288, 573","25198, 24367, 25197, 25379, 23885, 25370, 23686",Step 1 Pass Fail,
Psychiatry,Psychopharmacology,Anti-Depressants (Typical & Atypicals),569,"1834, 11759, 15481, 248, 11838, 2048. 1561, 2088, 8327, 773, 1868, 2049, 1430, 11854, 11807, 1843, 15607, 11846, 8351, 704, 10362, 707, 706, 576, 11577, 8754, 573","24943, 25652, 26343, 23361, 25724, 25157, 24672, 25197, 25379, 23885, 24977, 25158, 24541, 25739, 25696, 24952, 26439, 25732, 25387, 23816, 10362, 23819, 23818, 23686, 25555, 25455, 23686",Step 1 Pass Fail,
Psychiatry,Psychopharmacology,Tricyclic Anti-Depressants,570,"2049, 11825, 10362, 1868, 11567, 574","25158, 25712, 25479, 24977, 25551, 23687",Step 1 Pass Fail,
Rapid Review,"First Aid Rapid Review for the USMLE (Neuro, MSK, Derm, Rheum, Psych)","Neurology, Musculoskeletal, Dermatology, Rheumatology, Psychiatry",571,,,Step 1 Pass Fail,
Hematology,Foundations of Physiology (Hematology),Key Concepts for Heme Physiology,572,,,Step 1 Pass Fail,
Hematology,Foundations of Physiology (Hematology),Blood Composition Overview Concept,573,"1786, 15120, 16441","24895, 26114, 26573",Step 1 Pass Fail,
Hematology,Foundations of Physiology (Hematology),Fetal Erythropoiesis,574,"1683, 868, 892","24794, 23980, 24004",Step 1 Pass Fail,
Hematology,Foundations of Physiology (Hematology),Haemoglobin Physiology,575,"1545, 1240, 1415, 1416","24656, 24351, 24526, 24527",Step 1 Pass Fail,
Hematology,Foundations of Physiology (Hematology),Components of Blood,576,"1864, 1626, 1923, 1079","24973, 24737, 25032, 24190",Step 1 Pass Fail,
Hematology,Foundations of Physiology (Hematology),Summary and CBC Interpretation for the USMLE,577,,,Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Introduction,578,,,Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Lecture Preview,579,,,Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Heme Synthesis,580,"11816, 1455, 1338, 1339, 1337","25703, 24566, 24449, 24450, 24448",Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,CYP Inducers,581,"161, 1090, 351, 2000","23274, 24201, 23464, 25109",Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Lead Poisoning,582,"1865, 1156","24974, 24267",Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Approach to the Blood Smear,583,"2087, 1297, 14983, 1295","25196, 24408, 26053, 24406",Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Microcytic Anemia,585,"2087, 1865, 1793, 1796, 1156, 1940","25196, 24974, 24902, 24905, 24267, 25049",Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Acute Phase Reactants,586,"787, 1801, 1039, 14921, 1794, 294","23899, 24910, 24150, 26014, 24903, 23407",Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Summary of Microcytic,587,,,Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Macrocytic Anemia,588,"2085, 1580, 873","25194, 24691, 23985",Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,B12 Physiology,589,"16287, 12035, 12031, 788, 1047, 1838, 1847, 64, 1341","26565, 25803, 25802, 23900, 24158, 24947, 24956, 23178, 24452",Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Normocytic Anemia,590,"15307, 15323, 15324, 872, 1496, 1036, 1727, 1036, 1035, 1426, 893, 894, 889, 891","26229, 26236, 26237, 23984, 24607, 24838, 24147, 24146, 24537, 24006, 24001",Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,HUS/TTP,591,"1294, 1849, 1851, 11625, 11608, 11624","24405, 24958, 24960, 25580, 25573, 25579",Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Polycythemia,592,"1586, 8559, 1941, 8591, 1942","24697, 25425, 25050, 25437, 25051",Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Platelet Pathology,593,"346, 1923, 16705, 2097, 2098, 942, 219, 1079","23459, 25032, 26583, 25206, 25207, 24054, 23332, 24190",Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Warfarin vs. Heparin,594,"1088, 1200, 1292, 1078, 1090, 1087, 709, 2000, 15120, 529, 2132, 1784, 1077, 1194","24199, 24311, 24403, 24189, 24201, 24198, 23821, 25109, 26114, 23642, 25241, 24894, 24188, 24305",Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Multiple Myeloma,595,"872, 15467, 6530, 1054, 15133, 15134, 11584, 15466","23984, 25247, 24165, 26118, 26119, 25556, 26337",Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Summary & Courses,596,,,Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Integrative Classroom Case: Sickle Cell Disease,597,,,Step 1 Pass Fail,
Hematology,NBME Top Concepts: Hematology,Neurology: Stroke,598,,,Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,Hematology Overview,599,,,Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,Peripheral Blood Smear,600,"1156, 1865, 1337, 11816, 311","24267, 24974, 24448, 25703, 23424",Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,RBC Inclusions,601,"1037, 1727, 1036, 1035, 1426, 903, 896, 1496","24148, 24838, 24147, 24146, 24537, 24015, 24008, 24607",Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,Sickle Cell Disease,602,"896, 1496, 646, 1137, 11960, 2040, 12019, 1241","24008, 24607, 23758, 24248, 25788, 25149, 25796, 24352",Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,Complications of Asplenia,603,"14983, 889, 734, 739","26053, 24001, 23846, 23851",Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,Summary of RBC Inclusions,604,"890, 1036, 11625, 1295, 829, 1294, 1298, 1297","24002, 24147, 25580, 24406, 23941, 24405, 24409, 24408",Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,Mechanisms of Extravascular RBC Hemolysis,605,"2087, 1855","25196, 24964",Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,Mechanisms of Intravascular RBC Hemolysis,606,"11869, 890, 1851, 894, 1426","25752, 24002, 24960, 24006, 24537",Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,Rapid Review of Normocytic Anemia,607,"15307, 15323, 6530, 11625, 1298, 1294, 11608, 957, 1806","26229, 26236, 25247, 25580, 24409, 24405, 25573, 24069, 24915",Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,Aplastic Anemia,608,"1787, 1861, 1785, 354, 897","24896, 24970 , 23467, 24009",Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,Cold and Warm AIHA,609,"545, 958, 957, 294","23658, 24070, 24069, 23407",Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,HUS/TTP,610,"1851, 1294, 11625","24960, 24405, 25580",Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,Cells of the Immune System,611,"13, 667, 457","23127, 23779, 23570",Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,Causes of Eosinophilia on USMLE,612,"1864, 1626, 924","24973, 24737, 24036",Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,Causes of Plasma Cells on USMLE,613,"872, 15467, 6530, 1054, 15134, 11584","23984, 25247, 24165, 26119, 25556",Step 1 Pass Fail,
Hematology,High Yield Images & PE Findings: Hematology,Causes of Mast Cells on USMLE,614,"524, 306, 661, 544, 1131","23637, 23419, 23773, 23657, 24242",Step 1 Pass Fail,
Hematology,Mechanisms of Pharmacology (Hematology),Hypercoagulable Pathology (integration),615,,,Step 1 Pass Fail,
Hematology,Mechanisms of Pharmacology (Hematology),Anti-coagulants (overview),616,,,Step 1 Pass Fail,
Hematology,Mechanisms of Pharmacology (Hematology),Primary Hemostasis Pharmacology,617,"1082, 823, 195, 42, 7667, 10467, 12144, 37, 15180, 527, 663, 171, 15766, 1168, 713, 160, 881, 431, 89, 1828, 15766, 1079, 1080","24193, 23935, 23308, 23156, 25341, 25491, 25825, 23151, 26134, 23640, 23775, 23284, 26509, 24279, 23825, 23273, 23993, 23544, 23203, 24937, 26509, 24190, 24191",Step 1 Pass Fail,
Hematology,Mechanisms of Pharmacology (Hematology),Secondary Hemostasis Pharmacology (Heparin vs. Warfarin),618,"15120, 529, 1077, 1194, 1880, 1087, 2132, 1784, 10930, 1773, 12144, 709, 11842, 1977, 2055, 14743","26114, 23642, 24188, 24305, 24989, 24198, 25241, 24894, 25510, 24883, 25825, 23821, 25728, 25086, 25164, 25922",Step 1 Pass Fail,
Hematology,Mechanisms of Pharmacology (Hematology),Heparin Induced Thrombocytopenia,619,,,Step 1 Pass Fail,
Hematology,Mechanisms of Pharmacology (Hematology),Direct Factor Inhibitors,620,"2133, 11731, 11920, 11774, 529, 15250, 823, 18, 19, 20, 11576, 23, 492, 493, 22, 501, 189, 1920, 21, 2076, 1687, 1696, 12023, 15765, 2127, 2077, 12155","25242, 25629, 25775, 25665, 23642, 26190, 23935, 23132, 23133, 23134, 25554, 23137, 23605, 23606, 23136, 23614, 23302, 25029, 23135, 25185, 24798, 24807, 25797, 25236, 25186, 25829",Step 1 Pass Fail,
Respiratory,Foundations of Physiology (Respiratory),Content Overview,621,,,Step 1 Pass Fail,
Respiratory,Foundations of Physiology (Respiratory),Lung Volumes and Spirometry,622,"12100, 1521, 11900, 521","25818, 24632, 25763, 23634",Step 1 Pass Fail,
Respiratory,Foundations of Physiology (Respiratory),VQ Distribution,623,"528, 476, 1587, 1582, 7660","23641, 24698, 24693, 25338, 23589",Step 1 Pass Fail,
Respiratory,Foundations of Physiology (Respiratory),Central Regulation of Breathing,624,"8262, 2014, 12024, 1980, 6792","25360, 25123, 25798, 25089, 25258",Step 1 Pass Fail,
Respiratory,Foundations of Physiology (Respiratory),Ventilation,625,"1563, 479, 478","24674, 23592, 23591",Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Upper Respiratory Tract Disease,627,"1373, 13402","24484, 25929",Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Influenza for the USMLE,628,"1469, 1466, 12708","24580, 24577",Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Sinusitis for the USMLE,629,"21342, 105",23219,Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Pharyngeal Disease,630,"1092, 726, 15418, 8565","24203, 23838",Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Laryngotracheitis,631,"19972, 1667",24778,Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Coxsackie AB is Picorna (PERCH),632,"1966, 13402, 1667","25075, 25929, 24778",Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Epiglottis for the USMLE,633,"19972, 8703, 20014, 962, 967","27316, 24074, 24079",Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Pertussis for the USMLE,634,"1101, 11630",24212,Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Lower RespiratoryTract Disease,635,"21499, 534, 1668","23647, 24779",Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Anatomic Distributions of PNA,636,"16285, 2102, 1130, 6781, 6643, 14923","25211, 24241, 25257, 25251",Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Think Like a Test Maker,637,"957, 1679, 1677, 958","24069, 24790, 24788, 24070",Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Bronchopneumonia,638,524,23637,Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Mycoplasma for USMLE,639,"957, 1679, 1677, 958","24069, 24790, 24788, 24070",Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Respiratory Microbes for the USMLE,640,"14923, 961, 9989, 6739","24073, 27908, 25255",Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),S. Pneumoniae for the USML,641,"732, 896","23844, 24008",Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Pathogenesis of TB,642,"1221, 15666",24332,Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Recurrent Pneumonia for the USMLE,643,"807, 14916, 19629","23919, 27522",Step 1 Pass Fail,
Respiratory,Integrative Microbiology for the USMLE (Respiratory),Pneumocystis for the USMLE,644,"15066, 14840",,Step 1 Pass Fail,
Respiratory,Top NBME Concepts: Respiratory,Introduction,645,,,Step 1 Pass Fail,
Respiratory,Top NBME Concepts: Respiratory,A-a gradient (hypoxemia),646,"1582, 7669, 1526, 1584, 1980, 528, 1526","24693, 24695, 25089, 23641, 24637",Step 1 Pass Fail,
Respiratory,Top NBME Concepts: Respiratory,Regional Circulation for the USMLE,647,"1582, 1541, 1587, 1584, 476, 12184, 528","24693, 24652, 24698, 24695, 23589, 25831, 23641",Step 1 Pass Fail,
Respiratory,Top NBME Concepts: Respiratory,Physical Exam MCQs (Resp),648,"15429, 14922, 1668, 7614, 14922","26310, 26015, 24779, 25316",Step 1 Pass Fail,
Respiratory,Top NBME Concepts: Respiratory,Restrictive vs Obstructive Lung Disease,649,"8260, 1657, 1521, 170, 534","25358, 24768, 24632, 23283, 23647",Step 1 Pass Fail,
Respiratory,Top NBME Concepts: Respiratory,Lung Tumors,650,"566, 1206, 15460, 1286, 650, 648, 554, 12293, 564, 647, 749, 1900","23679, 24317, 26334, 24397, 23762, 23760, 23667, 25846, 23677, 23759, 23861, 25009",Step 1 Pass Fail,
Respiratory,Top NBME Concepts: Respiratory,Acute Respiratory Distress Syndrome,651,"486, 1579, 485, 11919, 479","23599, 24690, 23598, 23592",Step 1 Pass Fail,
Respiratory,Top NBME Concepts: Respiratory,Conclusion,652,,,Step 1 Pass Fail,
Respiratory,Top NBME Concepts: Respiratory,Integrative Classroom Case: Hypoxemia,653,,,Step 1 Pass Fail,
Respiratory,Top NBME Concepts: Respiratory,Integrative Classroom Case: Restrictive Lung Diseases & Pneumoconiosis,654,,,Step 1 Pass Fail,
Respiratory,Top NBME Concepts: Respiratory,Integrative Classroom Case: Obstructive Lung Diseases,655,,,Step 1 Pass Fail,
Respiratory,High Yield USMLE Images & PE Findings: Respiratory,Overview,656,,,Step 1 Pass Fail,
Respiratory,High Yield USMLE Images & PE Findings: Respiratory,Pneumothorax,657,"1695, 1439, 491, 490","24806, 24550, 23604, 23603",Step 1 Pass Fail,
Respiratory,High Yield USMLE Images & PE Findings: Respiratory,Pneumonia for the USMLE,658,"1745, 1535, 957, 1677, 1767, 1103","24856, 24646, 24069, 24788, 24877, 24214",Step 1 Pass Fail,
Respiratory,High Yield USMLE Images & PE Findings: Respiratory,Clubbing,659,"32, 358, 820, 201","23146, 23471, 23932, 23314",Step 1 Pass Fail,
Respiratory,High Yield USMLE Images & PE Findings: Respiratory,Acute Respiratory Distress Syndrome,660,"1542, 486, 1579, 479, 485","24653, 23599, 24690, 23592, 23598",Step 1 Pass Fail,
Respiratory,Mechanisms of Pharmacology (Respiratory),Pathophysiology of Asthma,662,"1925, 2100, 663, 523, 15155, 527, 15156","25034, 25209, 23775, 23636, 26122, 23640, 26123",Step 1 Pass Fail,
Respiratory,Mechanisms of Pharmacology (Respiratory),β-Agonists,663,"15156, 169, 105, 665, 108, 550, 799, 714, 111, 1195, 13402, 1583, 1521, 7601, 524, 170, 525, 15212, 522, 487, 2099, 2100","26123, 23282, 23219, 23777, 23222,  23663, 23911, 23826, 23225, 24306, 25858, 24694, 24632, 25311, 23637, 23283, 23638, 26159, 23635, 23600, 25208, 25209",Step 1 Pass Fail,
Respiratory,Mechanisms of Pharmacology (Respiratory),Systemic Toxicities of Corticosteroids,664,"1195, 125, 291, 292, 130, 1766, 628, 316, 1773, 548, 549, 989, 608, 609, 928, 612, 1163, 11849, 7571, 7570, 15542, 449, 181","24306, 23238, 23404, 23405, 23243, 24876, 23740, 23429, 24883,  23661, 23662, 24101, 23720, 23721, 24040, 23724, 24274, 25735, 25302, 25301, 26389, 23562, 23294",Step 1 Pass Fail,
Respiratory,Mechanisms of Pharmacology (Respiratory),Anti-Leukotrienes & AA Pathway,665," 661, 171, 169,  860, 861, 820, 751, 1751, 315, 866, 1800, 530, 14959, 301","23773, 23284, 23282, 23972, 23973, 23932, 23863, 24862, 23428, 23978, 24990, 23643, 26044, 23414",Step 1 Pass Fail,
Respiratory,Mechanisms of Pharmacology (Respiratory),Asthma Adjuncts,666,"171, 2128, 11752 ","23284, 25237, 25645",Step 1 Pass Fail,
Respiratory,Mechanisms of Pharmacology (Respiratory),Pulmonary Hypertension Pharmacology,668,"903, 1587, 196, 198, 15199, 14847, 530, 903, 140, 143, 1118, 8351, 11870","24015, 24698, 23309, 23311, 26148, 25965, 23616, 23253, 23256, 24229, 25387, 25753",Step 1 Pass Fail,
Respiratory,Mechanisms of Pharmacology (Respiratory),Anti-Allergic Pharmacology,669,"1817, 175, 11728, 261, 348, 512, 8323, 173, 11537, 661, 1869, 1345","24926, 23288, 25626, 23374, 23461, 23625, 25375, 23286, 25541, 23773, 24978, 24456",Step 1 Pass Fail,
Oncology,Top NBME Concepts: Oncology,Introduction to Oncology,671,,,Step 1 Pass Fail,
Oncology,Top NBME Concepts: Oncology,Cardiac Oncology,672,"242, 8296, 14997, 14998, 6, 468","23120, 23355, 23581, 25374, 26064, 26065",Step 1 Pass Fail,
Oncology,Top NBME Concepts: Oncology,Endocrine Oncology,673,"1747, 1686, 1658, 649, 553, 1152, 1660","24858, 24797, 24769, 23761, 23666, 24263, 24771",Step 1 Pass Fail,
Oncology,Top NBME Concepts: Oncology,Gastrointestinal Oncology,674,"790, 253, 257, 411, 420, 421, 15021, 15020, 936, 253, 282, 287, 432","23902, 23366, 23370, 23524, 23533, 23534, 26080, 26079, 24048, 23366, 23395, 23400, 23545",Step 1 Pass Fail,
Oncology,Top NBME Concepts: Oncology,Lymphoma,675,"2083, 2082, 1629, 1086, 1864, 1626, 1724, 1758, 1630, 1754, 1627, 1911, 1755, 1260, 1628","25192, 25191, 24740, 24197, 24973, 24737, 24835, 24868, 24741, 24864, 24738, 25020, 24865, 24371, 24739",Step 1 Pass Fail,
