Organ System,Section,Video,Order,UWorld QIDs,COMLEX QIDs,Course,Question Type
Family Medicine.,Health Prevention & Screening | Family Medicine (USMLE Step 2 CK),Palpable Breast Mass Screening,405,"17229, 14529, 2345, 12115, 17510, 19432",,Step 2 CK Rapid,
Family Medicine.,Health Prevention & Screening | Family Medicine (USMLE Step 2 CK),Osteoporosis,406,"20965, 17597, 4572, 4480, 4765, 17501, 13742",,Step 2 CK Rapid,
Family Medicine.,Health Prevention & Screening | Family Medicine (USMLE Step 2 CK),HPV Screening,407,"12339, 8917, 12074, 17715, 19113",,Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Introduction,408,,,Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Session Outline,409,,,Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Biostatistics Integration,410,,,Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Hypertension,411,"2735, 15888, 3978, 3188, 4026, 4721","28547, 103066, 100770, 28995, 100817, 101502",Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Vignette Integration #1,412,,,Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Pre-Eclampsia,413,"12355, 14337, 16494, 18534, 16492, 16493","102193, 102576, 103501, 103946, 103499, 103500",Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Smoking as a RiskFactor,414,"4532, 3021, 8929, 16414, 12074, 3716, 4086, 4352, 4596, 2966, 2398, 6479","101316, 28828, 101853, 103462, 102034, 100512, 100876, 101140, 101379, 28776, 28215",Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Vignette Integration #2,415,,,Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Lung Cancer vs AAA,416,"4532, 4738, 2632, 2602, 18420, 3776","101316, 101518, 28444, 28414, 103899, 100571",Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Lung capacities,417,"3022, 4665, 4645, 3045, 16540","28829, 101447, 101427, 28852, 103528",Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Calcium/PTH Homeostasis,418,"28909, 101096, 103876, 100872, 28890, 100924, 101096","3102, 4308, 18316, 4082, 3083, 4134, 4308",Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Fat Malabsorption,419,"16274, 2198, 3602, 20396, 14940, 4919, 3926, 4187, 2759","103371, 28016, 100403, 104716, 102747, 101697, 100718, 100976, 28571",Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Alcoholism,420,"4700, 16077, 4423, 13534, 4602, 2899, 16078, 3890, 2929, 12541, 18287, 2661, 4278","101481, 103210, 101210, 102356, 101385, 28709, 103211, 100683, 28739, 102328, 103874, 28473, 101066",Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Breast Cancer,421,"19411, 2606, 2607, 12021, 3863, 17229","104287, 28418, 100656, 103723",Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Obesity,422,"16721, 4086, 14768 3044, 4164, 2910","103585, 100876, 102732, 28851, 28720",Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Vignette Integration #3,423,,,Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),NAFLD NASH,424,"2910, 4321, 17126, 2907","28720, 101109, 103691, 28717",Step 2 CK Rapid,
Family Medicine.,High Yield Risk Factors | Family Medicine (USMLE Step 2 CK),Atherosclerosis,425,"2244, 4682, 3483, 3933, 4168, 16701, 4928, 4494","28062, 101463, 100285, 100725, 100957, 103568, 101706, 101279",Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,Introduction,426,,,Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,Guillain-Barre syndrome,427,"2290, 3630","28108, 100430",Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,Neuromuscular Junction Disorders,428,"2469, 19217, 18791, 19830.","104198, 104442",Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,Paraneoplastic Syndromes,429,"2613, 2180, 4572, 3824","28425, 27998, 101355",Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,Polymyositis vs Polymalgia Rheumatica,430,"18676, 4580, 3202","104588, 101363, 100010",Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,Pharmacology of Neuromuscular Junction,431,"3373, 16032, 16109","100179, 103172, 103236",Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,Ischemic Stroke,432,"3712, 4206, 4268, 4269, 4469, 4921, 105586","106689, 100995, 101056, 101057, 101699",Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,Carotid Disease,433,"3881, 3962, 2723, 4287, 14019","100674, 100754, 28535, 102461",Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,Neuroanatomy Review,434,"3157, 4269, 3728, 2672, 3072, 3060","28964, 101057, 107648, 28879",Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,Hypertension,435,"105586, 2672, 3060, 3157","106687, 28484, 28867, 28964",Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,Spinal Cord Syndromes,436,"4083, 4232, 12245, 13853, 16473, 17500","100873, 101021, 102132, 102410, 103481, 103774",Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,ICP Management,437,"2620, 2648, 19024","28432, 28460, 104784",Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,Multiple Sclerosis,438,"2285, 4232, 15145","28103, 101021, 102826",Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,Step 2 CK Management,439,"3910, 2561, 3138, 2896","100702, 28375, 28945, 28706",Step 2 CK Rapid,
Neurology,Top NBME Shelf Concepts - Neurology,Seizures,440,"11982, 12222, 18787, 19677","101980, 102117, 104041, 104970",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Introduction to Surgery,441,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Active Learning Elements,442,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),USMLE Test Taking Psychology,443,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),About Hyguru,444,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Step 2 CK Percent Qs asked from Surgery,445,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),USMLE Test Taking Frameworks,446,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),USMLE Test Taking Strategy General Approach,447,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Operate or Not,448,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Building Blocks of a USMLE Question,449,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Steps of USMLE Test Taking Strategy Thinking,450,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),How to create a Problem Representation from Chief Complaint,451,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Diagnostic Schema I3OT,452,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Active Recall Questions,453,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Localization of Abdominal Pain for the USMLE,454,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Approach to Diagnostic Imaging,455,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Lower GI Assessment,456,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Acute pancreatitis,457,"2897, 2929, 2933, 19897","28707, 28739, 28743, 104460",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Screening USPTF Guidelines for Colon Cancer,458,"4504, 20070, 20072, 20073",,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Surgery Shelf Step 2CK Overview,459,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Hemodynamically Unstable Patients Approach,460,"3221, 3420, 4500",,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Mechanism of Disease and Diagnosis,461,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),NBME Style Question,462,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),HyGuru Test Taking Tip,463,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Bilious Emesis,464,"2452, 2456, 2465, 2466, 4890, 19683","28356, 28272, 28281, 28282, 101668,104365",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Hirschsprung Disease,465,"2467, 19683","28283, 104365",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Duodenal Atresia,466,"2452, 16965","28268, 103892",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Downs Syndrome,467,"3539, 4840, 15506","100341, 101618, 102892",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Duodenal vs. Jejunal Atresia,468,4890,101668,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Sigmoid Volvulus,469,"16546, 18792","103534, 104044",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Meconium Ileus,470,"2466, 4183","28282, 100972",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Biliary Atresia,471,"3970, 16270, 16271","100762, 103368, 103369",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Neonatal Jaundice,472,"2475, 4817, 4818","28290, 107007, 107008",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Anterior Mediastinal Mass,473,"2590, 4829","28403, 101607",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Acute Appendicitis,474,"3064, 4251","28871, 101040",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Acute Cholecystitis,475,"2245, 2946, 4655, 16129","28063, 28756, 101437, 103252",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Differentiating Chole- Disorders,476,"2978, 16166, 16167, 16170","28788, 103279, 103280, 103282",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Esophagitis,477,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Approach to Recurrent Pneumonia,478,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Zenker Diverticulum,479,"4188, 16923, 2214","100977, 103643, 28032",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Approach to Dysphagia,480,"16191, 4405, 2213","103297, 101192, 28031",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Mallory Weiss vs. Boerhaave Syndrome,481,"2335, 2369, 4360, 16178, 16185, 16187","28152, 28186, 28186, 103285, 103291, 103293",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Alcoholic Cirrhosis,482,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Upper Gastrointestinal Bleeding,483,"3857, 4085, 4303, 4385, 4927, 19161, 17514, 2922","100650, 100875, 101091, 101173, 101705, 104166, 104166, 28732",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Octreotide (Pharmacology),484,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Portal Hypertension,485,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Fibrous Adhesions,486,16414,103462,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Small Bowel Obstruction,487,"2903, 15719, 16035, 16414","28713, 102952, 103175, 103826",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Hiatal Hernias,488,"15709, 15710","103696, 103697",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Inguinal Hernias,489,"16034, 16035","103174, 103175",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Femoral Hernias,490,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Mesenteric Ischemia,491,"2143, 2822, 16385","28634, 103443",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Watershed Areas,492,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Colonic Adenocarcinoma,493,"20071, 20073, 20074, 20075","104549, 104551, 104552, 104553",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Metastatic Liver Disease,494,"2951, 4389, 4612","28761, 101177, 101395",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Colon Cancer (Genetics),495,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Diverticulitis,496,"2204, 3182, 3467, 16100","28022, 28989, 100269, 103228",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Complications of Diverticular disease,497,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Aortic dissection,498,"2735, 3056, 3956, 4484, 4720","28547, 28863, 100748, 101269, 101501",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Blunt trauma,499,"3358, 4539, 16189, 17280, 17450, 18659","100164, 101322, 103295, 103734, 103765, 103990",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Pelvic fracture,500,"3348, 3349, 16331","100154, 100155, 103417",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Diaphragmatic injury,501,"3731, 4229","100526, 100526",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Injury to tracheobronchial tree,502,"3503, 16316","100305, 103404",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Tension pneumothorax NBME style question,503,"3216, 16521","100024, 103512",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Chylothorax,504,12419,102239,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Lights criteria,505,4631,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Empyema,506,"4073, 4568, 20107, 20111","100863, 101351, 104573, 104576",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Uncomplicated VS Complicated pleural effusions,507,"4053, 4087, 4467, 4613, 4753, 8818","100843, 100877, 101253, 101253, 101533, 101815",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Hemothorax VS Pneumothorax,508,"4527, 4539, 4696, 16314, 16315","101311, 101322, 101477, 103402, 103403",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Pancreatic acinus USMLE Step 1 integration,509,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Pancreatic pseudocyst,510,2897,28707,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Complications of pancreatitis: Pseudocyst VS Abscess,511,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),ARDS NBME style question,512,"4562, 4536, 3433, 3020, 2702","101345, 106692, 100238, 100238, 28514",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Chronic pancreatitis,513,"3585, 4362, 14940, 16247","100386, 101150, 102747, 103346",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Pancreatic adenocarcinoma,514,"2209, 2624, 2935, 2952, 2966, 4558, 16213 16214, 16508, 16576","28027, 28436, 28436, 28436, 28776, 28776, 28776, 103317, 103505, 103505",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Approach to the gallbladder tree,515,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Cholangiocarcinoma & other complications of ulcerative colitis,516,16099,103227,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Hepatocellular cancer,517,"16076, 16077, 16078","103209, 103210, 103211",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Liver lesions USMLE Step 2 CK,518,"2932, 16068, 16069","28742, 103202, 103203",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Abdominal compartment syndrome,519,"16520, 19960","103511, 103511",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Adrenal crisis,520,"4077, 17169","100867, 103699",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Pre-operative risk assessment,521,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Compartment syndrome of extremity,522,"3463, 4608, 4873, 15654","101391, 101651, 102917",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Summary of MSK Questions Approach,523,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Cholesterol emboli syndrome,524,"2310, 2982, 3950","28128, 28792, 100742",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Brachial plexus USMLE Step 1 integration,525,"16496, 16491","103503, 103498",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Colles fracture,526,"16328, 20117","103414, 104579",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Ankle injury and Ottawa Ankle rules,527,16205,103308,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Plantar fasciitis,528,"14026, 15967, 19845","102468, 103123, 104451",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Knee eamination,529,"3569, 3572, 4250, 8895","100370, 100373, 101039, 101836",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Fat emboli syndrome,530,"3302, 15656","100109, 102919",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),"Hip muscle action, innervation and pathology",531,"40,004,534","100,792,101,318",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Bursitis,532,"4546, 11976, 16531, 20114, 20191, 20224","101329, 101976, 103521, 104577, 104612, 104628",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Osteoporosis,533,"2380, 4122, 13742, 17597, 17681","28197, 100912, 102369, 102369, 103807",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Subacute Hip Pain,534,"4844, 3403, 16326,17564, 20034,4533, 3404, 19583, 19757","101622, 100208, 103413,104104, 104532,101317, 100209.104329, 104329",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Acute low back pain,535,"3211, 4000, 4064, 4078, 4368, 4370, 12059, 18018","100019, 100019, 100854, 100868, 101156, 102025, 103845",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Spinal cord syndromes,536,"3227, 3784, 16022, 16088, 16089. 17426, 18658, 18659, 19271","100035, 100579, 103163, 103219, 103220, 104061, 103989, 103990, 104234",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Spinal epidural abscess,537,"3983, 16480, 16481","100775, 103487, 103488",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Traumatic brain injury,538,"3226, 18942, 18943, 19024","100132, 104731, 104080, 104784",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Brain bleeds,539,"2678, 3622, 18417, 18517, 18570, 18516,2672, 3060, 3537, 3728, 4702, 12214, 20194","28490, 100423, 103897, 103940, 103961, 103939,28484, 28867, 100339, 107648, 101483, 102349, 104614",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Management of raised ICP,540,"3044, 3162, 3637, 4900, 3081, 16456, 16457","28851, 28969, 28969, 101678, 101678, 103834, 103478",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Neuroleptic malignant syndrome,541,"2501, 4522, 4887, 11897, 12203","28315, 101306, 101665, 101948, 101948",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Hyperkalemia,542,"19929, 4288, 4422, 8331, 2167, 4428, 3648","105022, 105022, 101209, 101809, 107312, 101215",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Acute bacterial prostatitis,543,"15935, 15938, 15939","103101, 103103, 103104",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Overflow incontinence,544,"12034, 4225","102009, 101014",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Vignette distinction Acute VS Chronic prostatitis,545,2238,28056,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Prostate anatomy USMLE Step 1 integration,546,"8929, 15953, 3336, 3477, 3481,12403, 16012","101853, 103114, 100142, 100279, 100283,102225, 103155",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Hypercalcemia,547,"3083, 3102, 4134, 4308, 4309, 2169, 2356, 2633, 2165","28890, 28909, 100924, 101096, 101097, 27987, 28173, 28173, 27984",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Bladder cancer,548,"3335, 3169, 16046, 16045, 4506, 4502","100141, 28976, 103186, 103185, 101287",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Urology cancers: Bladder cancer VS Renal cell cancer,549,"2221, 16040, 16042","28039, 28039, 103182",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Varicocele,550,"4525, 15918, 15997","101309, 103087, 103151",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Testicular torsion,551,"15908, 15910, 15911","103079, 103081, 103082",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Scrotal Pathologies,552,2373,28190,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Urology USMLE Step 2 CK Vignettes,553,"3349, 3352, 17298","100155, 100158, 104026",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Nephrolithiasis,554,"3895, 4058, 4361, 4749, 4027","100687, 100848, 101149, 101529, 101529",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Lung cancer and AAA screening guidelines,555,18420,104454,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Abdominal aortic aneurysm,556,"2371, 3551, 4212, 4532, 4738, 3551, 15865","28188, 100352, 101001, 101316, 101518, 100352, 103055",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Atherosclerosis stigmata,557,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Renin angiotensin USMLE Step 1 integration,558,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Acute pericarditis,559,"2224, 2729, 3635, 4524, 10764, 12373, 12374, 17567, 19724, 17566","28042, 28541, 100435, 101308, 101906, 102203, 102204, 104105, 104386, 103792",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),"CABG indications, method and complications",560,"15919, 15920, 15921","103088, 103089, 103090",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Aortic stenosis,561,"2153, 2698, 3090, 4277, 4455, 15750","27972, 28510, 28897, 101065, 101241, 103715",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Aortic stenosis VS Aortic regurgitation,562,"3092, 3093, 4101, 4910, 15740","28899, 28900, 100891, 100891, 102960",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Red eye approach,563,"2849, 8925, 17172,4845, 8784,3326,13351","101849, 103701,101623, 101812,100132,102346",Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Eye anatomy USMLE Step 1 integration,564,,,Step 2 CK Rapid,
Surgery,Top NBME Shelf Concepts - Surgery (USMLE Step 2 CK),Acute closed angle and open angle glaucoma,565,"4367, 4401, 2851, 3429, 3430, 2852, 18671, 18673","101155, 101189, 28662, 100234, 100235,28663, 103994, 103995",Step 2 CK Rapid,
